idx,http_status,ttft_s,total_s,error
1,200,6.797256799999559,40.62042949999977,
2,200,6.796045800000684,40.61924790000012,
3,200,6.798459900000125,40.6206615000001,
4,200,6.796954200000073,40.620565199999874,
5,200,6.797031300000526,40.61946869999974,
6,200,6.795934799999486,40.61974239999927,
7,200,6.795727599999736,40.61831389999952,
8,200,6.7813883999997415,40.61948260000008,
9,200,6.798452600000019,40.62125650000053,
10,200,6.798112499999661,40.620270999999775,
11,200,6.795086200000696,40.6179888000006,
12,200,6.79859419999957,40.62104619999991,
13,200,6.798184800000854,40.620468100000835,
14,200,6.798161200000322,40.621348800000305,
15,200,6.798408499999823,40.620987199999945,
16,200,40.84250770000017,73.67930909999995,
17,200,6.798294700000042,40.620855900000606,
18,200,6.796158500000274,40.61859640000057,
19,200,6.796957900000052,40.62089509999987,
20,200,6.796061199999713,40.61863749999975,
21,200,6.797139399999651,40.61931099999947,
22,200,6.796141099999659,40.6185818999993,
23,200,6.781878799999504,40.62007679999988,
24,200,6.781955999999809,40.61967940000068,
25,200,6.79735619999974,40.6190674999998,
26,200,6.796812999999929,40.61950700000034,
27,200,6.797025800000483,40.620511400000396,
28,200,6.796332500000062,40.6190787000005,
29,200,6.7965948999999455,40.62015919999976,
30,200,6.797173200000543,40.61996270000054,
31,200,6.79643440000018,40.62000320000061,
32,200,6.796247400000539,40.61889130000054,
33,200,6.796833399999741,40.620329700000184,
