idx,http_status,ttft_s,total_s,error
1,200,6.674958300000071,40.49577419999969,
2,200,6.674430500000199,40.495317400000204,
3,200,6.675260899999557,40.49822899999981,
4,200,6.675546499999655,40.49754039999971,
5,200,40.71845670000039,73.6030068,
6,200,6.673903200000495,40.49455630000011,
7,200,6.673973800000567,40.49583100000018,
8,200,6.6746589999993375,40.49617279999984,
9,200,6.674581999999646,40.49647829999958,
10,200,6.674134200000481,40.4976686,
11,200,6.6738976000006005,40.49619250000069,
12,200,6.675442699999621,40.499876399999266,
13,200,6.673190599999543,40.49830259999999,
14,200,6.675146799999311,40.49808899999971,
15,200,6.674019199999748,40.498479699999734,
16,200,6.674662600000374,40.496983,
17,200,6.668003700000554,40.49986600000011,
18,200,6.674425899999733,40.4975287999996,
19,200,6.674737600000299,40.497996899999634,
20,200,6.674443200000496,40.49634779999997,
21,200,6.667906600000606,40.49523750000026,
22,200,6.674067700000705,40.49906520000059,
23,200,6.674412800000027,40.49736649999977,
24,200,6.67446579999978,40.499673899999834,
25,200,6.673812299999554,40.495121400000244,
26,200,6.667062800000167,40.49673660000008,
27,200,6.674412600000323,40.49783900000057,
28,200,6.673891699999331,40.494927599999755,
29,200,6.674549299999853,40.49676399999953,
30,200,6.673465300000316,40.494115299999976,
31,200,6.674255300000368,40.49588590000076,
32,200,6.6742632999994385,40.49678649999987,
33,200,6.673228399999971,40.494286699999975,
