idx,http_status,ttft_s,total_s,error
1,200,6.797351100000014,40.86016530000052,
2,200,6.797345900000437,40.85850650000066,
3,200,6.784549999999399,40.85886849999952,
4,200,6.7971269999998185,40.85933750000004,
5,200,41.08352809999997,73.97946279999996,
6,200,6.797353900000417,40.85837090000041,
7,200,6.7974207999996,40.85849759999928,
8,200,6.7972028000003775,40.858323100000234,
9,200,6.784237799999573,40.85976169999958,
10,200,6.784312299999328,40.85814929999924,
11,200,6.7967646000006425,40.85768830000052,
12,200,6.7970665000002555,40.859644400000434,
13,200,6.796288200000163,40.856952699999965,
14,200,6.796482499999911,40.85749989999931,
15,200,6.796737000000576,40.859387500000594,
16,200,6.79606750000039,40.85683559999961,
17,200,6.796010899999601,40.85684969999966,
18,200,6.797100099999625,40.858945300000414,
19,200,6.797254800000701,40.85894390000067,
20,200,6.796870000000126,40.858921799999735,
21,200,6.796169799999916,40.857340999999906,
22,200,6.796236399999543,40.85736849999921,
23,200,6.796505500000421,40.85791119999976,
24,200,6.796759599999859,40.858747199999925,
25,200,6.797089400000004,40.85879279999972,
26,200,6.796027600000343,40.85785390000001,
27,200,6.795874999999796,40.85821169999963,
28,200,6.795960200000081,40.858302300000105,
29,200,6.79663679999976,40.858094000000165,
30,200,6.796367399999326,40.85819579999952,
31,200,6.7961059999997815,40.85710610000024,
32,200,6.796070100000179,40.85821489999944,
33,200,6.79551310000079,40.85720890000084,
