idx,http_status,ttft_s,total_s,error
1,200,7.070965900000374,40.930527299999994,
2,200,7.058613400000468,40.931020800000624,
3,200,7.0719002000005275,40.93127950000053,
4,200,7.071627899999839,40.930332399999315,
5,200,7.0714708000004975,40.93123090000063,
6,200,7.070971500000269,40.93032959999982,
7,200,7.070963199999824,40.93001659999936,
8,200,7.071191399999407,40.93020119999983,
9,200,7.070884900000237,40.92996860000039,
10,200,7.071226800000659,40.92976350000026,
11,200,7.07124930000009,40.93046900000081,
12,200,7.0711853999991945,40.93067059999976,
13,200,7.0574704999999085,40.93010839999988,
14,200,7.071063100000174,40.92965800000002,
15,200,7.0711097000003065,40.92959260000043,
16,200,7.0701934000007896,40.929741800000556,
17,200,7.070918699999311,40.9298074999997,
18,200,7.070031799999924,40.92925420000029,
19,200,7.069869300000391,40.92954830000053,
20,200,7.0705795999992915,40.92979060000016,
21,200,7.070552099999986,40.929887500000405,
22,200,7.070742199999586,40.92964109999957,
23,200,7.069894100000056,40.92890879999959,
24,200,7.07085619999998,40.930471299999226,
25,200,7.06956960000025,40.9295833999995,
26,200,7.06976080000004,40.928769199999806,
27,200,7.070300600000337,40.928816200000256,
28,200,7.070150200000171,40.92988670000068,
29,200,7.070228499999757,40.92982799999936,
30,200,7.070484299999407,40.92942419999963,
31,200,7.069853800000601,40.92985080000017,
32,200,7.070241499999611,40.92943689999993,
